name,type_of_meteorite,mass_g,fell_found,year,database,coordinate_1,coordinates_2,cartodb_id,created_at,updated_at,year_date,long,lat,geojson
Madrid,L6,400,Fell,1896,http://www.lpi.usra.edu/meteor/metbull.php?code=15382,40.41667,-3.71667,5828,56:02.8,11:51.9,1896-01-01 00:00:00,-3.71667,40.41667,"{""type"":""Point"",""coordinates"":[-3.71667,40.41667]}"
Mafra,L3-4,600,Fell,1941,http://www.lpi.usra.edu/meteor/metbull.php?code=15383,-26.16667,-49.93333,4823,56:02.8,11:51.9,1/1/1941 0:00,-49.93333,-26.16667,"{""type"":""Point"",""coordinates"":[-49.93333,-26.16667]}"
Magdeburg,Doubtful meteorite,0,Fell,998,http://www.lpi.usra.edu/meteor/metbull.php?code=15385,52.13333,11.63333,34251,56:02.8,11:51.9,0998-01-01 00:00:00,11.63333,52.13333,"{""type"":""Point"",""coordinates"":[11.63333,52.13333]}"
Magnesia,"Iron, IAB-sHL",5000,Fell,1899,http://www.lpi.usra.edu/meteor/metbull.php?code=15386,37.86667,27.51667,1741,56:02.8,11:51.9,1899-01-01 00:00:00,27.51667,37.86667,"{""type"":""Point"",""coordinates"":[27.51667,37.86667]}"
Magombedze,H3-5,666.6,Fell,1990,http://www.lpi.usra.edu/meteor/metbull.php?code=15387,-19.48333,31.65,4591,56:02.8,11:51.9,1/1/1990 0:00,31.65,-19.48333,"{""type"":""Point"",""coordinates"":[31.65,-19.48333]}"
Mahadevpur,H4/5,70500,Fell,2007,http://www.lpi.usra.edu/meteor/metbull.php?code=47361,27.66667,95.78333,347,56:02.8,11:51.9,1/1/2007 0:00,95.78333,27.66667,"{""type"":""Point"",""coordinates"":[95.78333,27.66667]}"
Maigatari-Danduma,H5/6,4629,Fell,2004,http://www.lpi.usra.edu/meteor/metbull.php?code=30751,12.83333,9.38333,1807,56:02.8,11:51.9,1/1/2004 0:00,9.38333,12.83333,"{""type"":""Point"",""coordinates"":[9.38333,12.83333]}"
Majorca,Doubtful Iron,824,Fell,1935,http://www.lpi.usra.edu/meteor/metbull.php?code=15391,39.45,2.81667,4157,56:02.8,11:51.9,1/1/1935 0:00,2.81667,39.45,"{""type"":""Point"",""coordinates"":[2.81667,39.45]}"
Malaga,OC,150,Fell,1933,http://www.lpi.usra.edu/meteor/metbull.php?code=15393,32.21667,-104,9079,56:02.8,11:51.9,1/1/1933 0:00,-104,32.21667,"{""type"":""Point"",""coordinates"":[-104,32.21667]}"
Malakal,L5,2000,Fell,1970,http://www.lpi.usra.edu/meteor/metbull.php?code=15394,9.5,31.75,2733,56:02.8,11:51.9,1/1/1970 0:00,31.75,9.5,"{""type"":""Point"",""coordinates"":[31.75,9.5]}"
Malampaka,H,470,Fell,1930,http://www.lpi.usra.edu/meteor/metbull.php?code=15395,-3.13333,33.51667,5389,56:02.8,11:51.9,1/1/1930 0:00,33.51667,-3.13333,"{""type"":""Point"",""coordinates"":[33.51667,-3.13333]}"
Malotas,H5,0,Fell,1931,http://www.lpi.usra.edu/meteor/metbull.php?code=15397,-28.93333,-63.23333,34352,56:02.8,11:51.9,1/1/1931 0:00,-63.23333,-28.93333,"{""type"":""Point"",""coordinates"":[-63.23333,-28.93333]}"
Malpas,Doubtful meteorite,0,Fell,1813,http://www.lpi.usra.edu/meteor/metbull.php?code=15398,53.01667,-2.85,34307,56:02.8,11:51.9,1813-01-01 00:00:00,-2.85,53.01667,"{""type"":""Point"",""coordinates"":[-2.85,53.01667]}"
Malvern,Eucrite-pmict,807,Fell,1933,http://www.lpi.usra.edu/meteor/metbull.php?code=15400,-29.45,26.76667,4203,56:02.8,11:51.9,1/1/1933 0:00,26.76667,-29.45,"{""type"":""Point"",""coordinates"":[26.76667,-29.45]}"
Mamra Springs,L6,1000,Fell,1927,http://www.lpi.usra.edu/meteor/metbull.php?code=15401,45.21667,62.08333,3786,56:02.8,11:51.9,1/1/1927 0:00,62.08333,45.21667,"{""type"":""Point"",""coordinates"":[62.08333,45.21667]}"
Manbhoom,LL6,1700,Fell,1863,http://www.lpi.usra.edu/meteor/metbull.php?code=15402,23.05,86.7,2957,56:02.8,11:51.9,1863-01-01 00:00:00,86.7,23.05,"{""type"":""Point"",""coordinates"":[86.7,23.05]}"
Manegaon,Diogenite,50,Fell,1843,http://www.lpi.usra.edu/meteor/metbull.php?code=15403,20.96667,76.1,13672,56:02.8,11:51.9,1843-01-01 00:00:00,76.1,20.96667,"{""type"":""Point"",""coordinates"":[76.1,20.96667]}"
Mangwendi,LL6,22300,Fell,1934,http://www.lpi.usra.edu/meteor/metbull.php?code=15405,-17.65,31.6,744,56:02.8,11:51.9,1/1/1934 0:00,31.6,-17.65,"{""type"":""Point"",""coordinates"":[31.6,-17.65]}"
Manych,LL3.4,3555,Fell,1951,http://www.lpi.usra.edu/meteor/metbull.php?code=15409,45.81667,44.63333,2092,56:02.8,11:51.9,1/1/1951 0:00,44.63333,45.81667,"{""type"":""Point"",""coordinates"":[44.63333,45.81667]}"
Mar del Plata,Pseudometeorite,0,Fell,,http://www.lpi.usra.edu/meteor/metbull.php?code=15411,-38,-57.53333,34507,56:02.8,11:18.6,,-57.53333,-38,"{""type"":""Point"",""coordinates"":[-57.53333,-38]}"
Mardan,H5,4500,Fell,1948,http://www.lpi.usra.edu/meteor/metbull.php?code=15414,34.23333,72.08333,1836,56:02.8,11:51.9,1/1/1948 0:00,72.08333,34.23333,"{""type"":""Point"",""coordinates"":[72.08333,34.23333]}"
Mariaville,Iron,340,Fell,1898,http://www.lpi.usra.edu/meteor/metbull.php?code=15419,42.71667,-99.38333,6359,56:02.8,11:51.9,1898-01-01 00:00:00,-99.38333,42.71667,"{""type"":""Point"",""coordinates"":[-99.38333,42.71667]}"
Maribo,CM2,25.81,Fell,2009,http://www.lpi.usra.edu/meteor/metbull.php?code=48973,54.76183,11.46745,16913,56:02.8,11:51.9,1/1/2009 0:00,11.46745,54.76183,"{""type"":""Point"",""coordinates"":[11.46745,54.76183]}"
Maridi,H6,3200,Fell,1941,http://www.lpi.usra.edu/meteor/metbull.php?code=15421,4.66667,29.25,2195,56:02.8,11:51.9,1/1/1941 0:00,29.25,4.66667,"{""type"":""Point"",""coordinates"":[29.25,4.66667]}"
Marilia,H4,2500,Fell,1971,http://www.lpi.usra.edu/meteor/metbull.php?code=15422,-22.25,-49.93333,2454,56:02.8,11:51.9,1/1/1971 0:00,-49.93333,-22.25,"{""type"":""Point"",""coordinates"":[-49.93333,-22.25]}"
Marion (Iowa),L6,28400,Fell,1847,http://www.lpi.usra.edu/meteor/metbull.php?code=15424,41.9,-91.6,634,56:02.8,11:51.9,1847-01-01 00:00:00,-91.6,41.9,"{""type"":""Point"",""coordinates"":[-91.6,41.9]}"
Marjalahti,"Pallasite, PMG",45000,Fell,1902,http://www.lpi.usra.edu/meteor/metbull.php?code=15426,61.5,30.5,467,56:02.8,11:51.9,1/1/1902 0:00,30.5,61.5,"{""type"":""Point"",""coordinates"":[30.5,61.5]}"
Marmande,L5,3000,Fell,1848,http://www.lpi.usra.edu/meteor/metbull.php?code=15429,44.5,0.15,2256,56:02.8,11:51.9,1848-01-01 00:00:00,0.15,44.5,"{""type"":""Point"",""coordinates"":[0.15,44.5]}"
Maromandia,L6,6000,Fell,2002,http://www.lpi.usra.edu/meteor/metbull.php?code=15430,-14.2,48.1,1605,56:02.8,11:51.9,1/1/2002 0:00,48.1,-14.2,"{""type"":""Point"",""coordinates"":[48.1,-14.2]}"
Marsala,Doubtful meteorite,6800,Fell,1834,http://www.lpi.usra.edu/meteor/metbull.php?code=15432,37.78333,12.41667,1491,56:02.8,11:51.9,1834-01-01 00:00:00,12.41667,37.78333,"{""type"":""Point"",""coordinates"":[12.41667,37.78333]}"
Maryville,L6,1443,Fell,1983,http://www.lpi.usra.edu/meteor/metbull.php?code=15436,35.8,-84.1,3194,56:02.8,11:51.9,1/1/1983 0:00,-84.1,35.8,"{""type"":""Point"",""coordinates"":[-84.1,35.8]}"
Mascombes,L6,1000,Fell,1836,http://www.lpi.usra.edu/meteor/metbull.php?code=15438,45.36667,1.86667,3773,56:02.8,11:51.9,1836-01-01 00:00:00,1.86667,45.36667,"{""type"":""Point"",""coordinates"":[1.86667,45.36667]}"
Massa-Lubrense,Doubtful meteorite,0,Fell,1819,http://www.lpi.usra.edu/meteor/metbull.php?code=15441,40.6,14.33333,34308,56:02.8,11:51.9,1819-01-01 00:00:00,14.33333,40.6,"{""type"":""Point"",""coordinates"":[14.33333,40.6]}"
Mauerkirchen,L6,19000,Fell,1768,http://www.lpi.usra.edu/meteor/metbull.php?code=15446,48.18333,13.13333,829,56:02.8,11:51.9,1768-01-01 00:00:00,13.13333,48.18333,"{""type"":""Point"",""coordinates"":[13.13333,48.18333]}"
Mauritius,L6,220,Fell,1801,http://www.lpi.usra.edu/meteor/metbull.php?code=15447,-20,57,7724,56:02.8,11:51.9,1801-01-01 00:00:00,57,-20,"{""type"":""Point"",""coordinates"":[57,-20]}"
Mayo Belwa,Aubrite,4850,Fell,1974,http://www.lpi.usra.edu/meteor/metbull.php?code=15451,8.96667,12.08333,1768,56:02.8,11:51.9,1/1/1974 0:00,12.08333,8.96667,"{""type"":""Point"",""coordinates"":[12.08333,8.96667]}"
Mazapil,"Iron, IAB-sLL",4000,Fell,1885,http://www.lpi.usra.edu/meteor/metbull.php?code=15453,24.68333,-101.68333,1953,56:02.8,11:51.9,1885-01-01 00:00:00,-101.68333,24.68333,"{""type"":""Point"",""coordinates"":[-101.68333,24.68333]}"
Maziba,L6,4975,Fell,1942,http://www.lpi.usra.edu/meteor/metbull.php?code=15454,-1.21667,30,1756,56:02.8,11:51.9,1/1/1942 0:00,30,-1.21667,"{""type"":""Point"",""coordinates"":[30,-1.21667]}"
Mbale,L5/6,150000,Fell,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=15455,1.06667,34.16667,193,56:02.8,11:51.9,1/1/1992 0:00,34.16667,1.06667,"{""type"":""Point"",""coordinates"":[34.16667,1.06667]}"
Medanitos,Eucrite-cm,31,Fell,1953,http://www.lpi.usra.edu/meteor/metbull.php?code=15467,-27.25,-67.5,15964,56:02.8,11:51.9,1/1/1953 0:00,-67.5,-27.25,"{""type"":""Point"",""coordinates"":[-67.5,-27.25]}"
Meerut,H5,22,Fell,1861,http://www.lpi.usra.edu/meteor/metbull.php?code=15469,29.01667,77.8,17754,56:02.8,11:51.9,1861-01-01 00:00:00,77.8,29.01667,"{""type"":""Point"",""coordinates"":[77.8,29.01667]}"
Meester-Cornelis,H5,24750,Fell,1915,http://www.lpi.usra.edu/meteor/metbull.php?code=15470,-6.23333,106.88333,709,56:02.8,11:51.9,1/1/1915 0:00,106.88333,-6.23333,"{""type"":""Point"",""coordinates"":[106.88333,-6.23333]}"
Meissen,Doubtful Iron,0,Fell,1164,http://www.lpi.usra.edu/meteor/metbull.php?code=15471,51.15,13.46667,34255,56:02.8,11:51.9,1164-01-01 00:00:00,13.46667,51.15,"{""type"":""Point"",""coordinates"":[13.46667,51.15]}"
Menabilly,Pseudometeorite,0,Fell,,http://www.lpi.usra.edu/meteor/metbull.php?code=15478,50.31667,-4.66667,34509,56:02.8,11:18.6,,-4.66667,50.31667,"{""type"":""Point"",""coordinates"":[-4.66667,50.31667]}"
Menow,H4,10500,Fell,1862,http://www.lpi.usra.edu/meteor/metbull.php?code=15485,53.18333,13.15,1185,56:02.8,11:51.9,1862-01-01 00:00:00,13.15,53.18333,"{""type"":""Point"",""coordinates"":[13.15,53.18333]}"
Menziswyl,L5,28.9,Fell,1903,http://www.lpi.usra.edu/meteor/metbull.php?code=15486,46.81867,7.21817,16316,56:02.8,11:51.9,1/1/1903 0:00,7.21817,46.81867,"{""type"":""Point"",""coordinates"":[7.21817,46.81867]}"
Mern,L6,4000,Fell,1878,http://www.lpi.usra.edu/meteor/metbull.php?code=15489,55.05,12.06667,1950,56:02.8,11:51.9,1878-01-01 00:00:00,12.06667,55.05,"{""type"":""Point"",""coordinates"":[12.06667,55.05]}"
Meru,LL6,6000,Fell,1945,http://www.lpi.usra.edu/meteor/metbull.php?code=15491,0,37.66667,1595,56:02.8,11:51.9,1/1/1945 0:00,37.66667,0,"{""type"":""Point"",""coordinates"":[37.66667,0]}"
Merua,H5,71400,Fell,1920,http://www.lpi.usra.edu/meteor/metbull.php?code=15492,25.48333,81.98333,341,56:02.8,11:51.9,1/1/1920 0:00,81.98333,25.48333,"{""type"":""Point"",""coordinates"":[81.98333,25.48333]}"
Messina,L5,2405,Fell,1955,http://www.lpi.usra.edu/meteor/metbull.php?code=15495,38.18333,15.56667,2500,56:02.8,11:51.9,1/1/1955 0:00,15.56667,38.18333,"{""type"":""Point"",""coordinates"":[15.56667,38.18333]}"
Meuselbach,L6,870,Fell,1897,http://www.lpi.usra.edu/meteor/metbull.php?code=16626,50.58333,11.1,4058,56:02.8,11:51.9,1897-01-01 00:00:00,11.1,50.58333,"{""type"":""Point"",""coordinates"":[11.1,50.58333]}"
Mezel,L6,1300,Fell,1949,http://www.lpi.usra.edu/meteor/metbull.php?code=16627,45.76667,3.25,3349,56:02.8,11:51.9,1/1/1949 0:00,3.25,45.76667,"{""type"":""Point"",""coordinates"":[3.25,45.76667]}"
Mez̦-Madaras,L3.7,22700,Fell,1852,http://www.lpi.usra.edu/meteor/metbull.php?code=16628,46.5,25.73333,736,56:02.8,11:51.9,1852-01-01 00:00:00,25.73333,46.5,"{""type"":""Point"",""coordinates"":[25.73333,46.5]}"
Mhow,L6,350,Fell,1827,http://www.lpi.usra.edu/meteor/metbull.php?code=16629,25.9,83.61667,6266,56:02.8,11:51.9,1827-01-01 00:00:00,83.61667,25.9,"{""type"":""Point"",""coordinates"":[83.61667,25.9]}"
M�_ssing,Howardite,1600,Fell,1803,http://www.lpi.usra.edu/meteor/metbull.php?code=15443,48.13333,12.61667,3016,56:02.8,11:51.9,1803-01-01 00:00:00,12.61667,48.13333,"{""type"":""Point"",""coordinates"":[12.61667,48.13333]}"
Mianchi,H5,1100,Fell,1980,http://www.lpi.usra.edu/meteor/metbull.php?code=16631,34.8,111.7,3615,56:02.8,11:51.9,1/1/1980 0:00,111.7,34.8,"{""type"":""Point"",""coordinates"":[111.7,34.8]}"
Middlesbrough,L6,1600,Fell,1881,http://www.lpi.usra.edu/meteor/metbull.php?code=16632,54.56667,-1.16667,3021,56:02.8,11:51.9,1881-01-01 00:00:00,-1.16667,54.56667,"{""type"":""Point"",""coordinates"":[-1.16667,54.56667]}"
Mifflin,L5,3584,Fell,2010,http://www.lpi.usra.edu/meteor/metbull.php?code=52090,42.9075,-90.36556,2084,56:02.8,11:51.9,1/1/2010 0:00,-90.36556,42.9075,"{""type"":""Point"",""coordinates"":[-90.36556,42.9075]}"
Mighei,CM2,8000,Fell,1889,http://www.lpi.usra.edu/meteor/metbull.php?code=16634,48.06667,30.96667,1374,56:02.8,11:51.9,1889-01-01 00:00:00,30.96667,48.06667,"{""type"":""Point"",""coordinates"":[30.96667,48.06667]}"
Mihonoseki,L6,6380,Fell,1992,http://www.lpi.usra.edu/meteor/metbull.php?code=16635,35.56833,133.22,1550,56:02.8,11:51.9,1/1/1992 0:00,133.22,35.56833,"{""type"":""Point"",""coordinates"":[133.22,35.56833]}"
Mike,L6,224.2,Fell,1944,http://www.lpi.usra.edu/meteor/metbull.php?code=16636,46.23333,17.53333,7659,56:02.8,11:51.9,1/1/1944 0:00,17.53333,46.23333,"{""type"":""Point"",""coordinates"":[17.53333,46.23333]}"
Milena,L6,10000,Fell,1842,http://www.lpi.usra.edu/meteor/metbull.php?code=16640,46.18333,16.1,1213,56:02.8,11:51.9,1842-01-01 00:00:00,16.1,46.18333,"{""type"":""Point"",""coordinates"":[16.1,46.18333]}"
Millbillillie,Eucrite-mmict,330000,Fell,1960,http://www.lpi.usra.edu/meteor/metbull.php?code=16643,-26.45,120.36667,103,56:02.8,11:51.9,1/1/1960 0:00,120.36667,-26.45,"{""type"":""Point"",""coordinates"":[120.36667,-26.45]}"
Miller (Arkansas),H5,16700,Fell,1930,http://www.lpi.usra.edu/meteor/metbull.php?code=16645,35.4,-92.05,904,56:02.8,11:51.9,1/1/1930 0:00,-92.05,35.4,"{""type"":""Point"",""coordinates"":[-92.05,35.4]}"
Minamino,L,1040,Fell,1632,http://www.lpi.usra.edu/meteor/metbull.php?code=16692,35.07833,136.93333,3708,56:02.8,11:51.9,1632-01-01 00:00:00,136.93333,35.07833,"{""type"":""Point"",""coordinates"":[136.93333,35.07833]}"
Minden,Doubtful meteorite,0,Fell,1379,http://www.lpi.usra.edu/meteor/metbull.php?code=16695,52.3,8.91667,34261,56:02.8,11:51.9,1379-01-01 00:00:00,8.91667,52.3,"{""type"":""Point"",""coordinates"":[8.91667,52.3]}"
Mineo,Pallasite,42,Fell,1826,http://www.lpi.usra.edu/meteor/metbull.php?code=16696,37.28333,14.7,14504,56:02.8,11:51.9,1826-01-01 00:00:00,14.7,37.28333,"{""type"":""Point"",""coordinates"":[14.7,37.28333]}"
Min-Fan-Zhun,LL6,5500,Fell,1952,http://www.lpi.usra.edu/meteor/metbull.php?code=16697,32.33333,120.66667,1660,56:02.8,11:51.9,1/1/1952 0:00,120.66667,32.33333,"{""type"":""Point"",""coordinates"":[120.66667,32.33333]}"
Minnichhof,OC,550,Fell,1905,http://www.lpi.usra.edu/meteor/metbull.php?code=16700,47.7,16.6,5007,56:02.8,11:51.9,1/1/1905 0:00,16.6,47.7,"{""type"":""Point"",""coordinates"":[16.6,47.7]}"
Mirzapur,L5,8510,Fell,1910,http://www.lpi.usra.edu/meteor/metbull.php?code=16701,25.68333,83.25,1326,56:02.8,11:51.9,1/1/1910 0:00,83.25,25.68333,"{""type"":""Point"",""coordinates"":[83.25,25.68333]}"
Miskolcz,Doubtful stone,0,Fell,1559,http://www.lpi.usra.edu/meteor/metbull.php?code=16702,48.11667,20.8,34271,56:02.8,11:51.9,1559-01-01 00:00:00,20.8,48.11667,"{""type"":""Point"",""coordinates"":[20.8,48.11667]}"
Misshof,H5,5800,Fell,1890,http://www.lpi.usra.edu/meteor/metbull.php?code=16703,56.66667,23,1620,56:02.8,11:51.9,1890-01-01 00:00:00,23,56.66667,"{""type"":""Point"",""coordinates"":[23,56.66667]}"
Mixbury,Doubtful meteorite,9000,Fell,1725,http://www.lpi.usra.edu/meteor/metbull.php?code=16706,52,-1.11667,1281,56:02.8,11:51.9,1725-01-01 00:00:00,-1.11667,52,"{""type"":""Point"",""coordinates"":[-1.11667,52]}"
Mjelleim,H,100.7,Fell,1898,http://www.lpi.usra.edu/meteor/metbull.php?code=16707,61.73333,5.93333,10668,56:02.8,11:51.9,1898-01-01 00:00:00,5.93333,61.73333,"{""type"":""Point"",""coordinates"":[5.93333,61.73333]}"
Mocs,L5-6,300000,Fell,1882,http://www.lpi.usra.edu/meteor/metbull.php?code=16709,46.8,24.03333,114,56:02.8,11:51.9,1882-01-01 00:00:00,24.03333,46.8,"{""type"":""Point"",""coordinates"":[24.03333,46.8]}"
Modoc (1905),L6,35000,Fell,1905,http://www.lpi.usra.edu/meteor/metbull.php?code=16711,38.5,-101.1,568,56:02.8,11:51.9,1/1/1905 0:00,-101.1,38.5,"{""type"":""Point"",""coordinates"":[-101.1,38.5]}"
Mokoia,CV3,4500,Fell,1908,http://www.lpi.usra.edu/meteor/metbull.php?code=16713,-39.63333,174.4,1831,56:02.8,11:51.9,1/1/1908 0:00,174.4,-39.63333,"{""type"":""Point"",""coordinates"":[174.4,-39.63333]}"
Molina,H5,144000,Fell,1858,http://www.lpi.usra.edu/meteor/metbull.php?code=16715,38.11667,-1.16667,203,56:02.8,11:51.9,1858-01-01 00:00:00,-1.16667,38.11667,"{""type"":""Point"",""coordinates"":[-1.16667,38.11667]}"
Molteno,Howardite,150,Fell,1953,http://www.lpi.usra.edu/meteor/metbull.php?code=16717,-31.25,26.46667,9081,56:02.8,11:51.9,1/1/1953 0:00,26.46667,-31.25,"{""type"":""Point"",""coordinates"":[26.46667,-31.25]}"
Monahans (1998),H5,2587,Fell,1998,http://www.lpi.usra.edu/meteor/metbull.php?code=16719,31.60833,-102.85833,2404,56:02.8,11:51.9,1/1/1998 0:00,-102.85833,31.60833,"{""type"":""Point"",""coordinates"":[-102.85833,31.60833]}"
Monroe,H4,8600,Fell,1849,http://www.lpi.usra.edu/meteor/metbull.php?code=16720,35.25,-80.5,1314,56:02.8,11:51.9,1849-01-01 00:00:00,-80.5,35.25,"{""type"":""Point"",""coordinates"":[-80.5,35.25]}"
Mons,Doubtful meteorite,0,Fell,1186,http://www.lpi.usra.edu/meteor/metbull.php?code=16721,50.45,3.95,34256,56:02.8,11:51.9,1186-01-01 00:00:00,3.95,50.45,"{""type"":""Point"",""coordinates"":[3.95,50.45]}"
Monte das Fortes,L5,4885,Fell,1950,http://www.lpi.usra.edu/meteor/metbull.php?code=16725,38.01667,-8.25,1764,56:02.8,11:51.9,1/1/1950 0:00,-8.25,38.01667,"{""type"":""Point"",""coordinates"":[-8.25,38.01667]}"
Monte Milone,L5,3130,Fell,1846,http://www.lpi.usra.edu/meteor/metbull.php?code=16726,43.26667,13.35,2213,56:02.8,11:51.9,1846-01-01 00:00:00,13.35,43.26667,"{""type"":""Point"",""coordinates"":[13.35,43.26667]}"
Montferr̩,H5,149000,Fell,1923,http://www.lpi.usra.edu/meteor/metbull.php?code=16727,43.39056,1.9625,197,56:02.8,11:51.9,1/1/1923 0:00,1.9625,43.39056,"{""type"":""Point"",""coordinates"":[1.9625,43.39056]}"
Montlivault,L6,500,Fell,1838,http://www.lpi.usra.edu/meteor/metbull.php?code=16729,47.63333,1.58333,5221,56:02.8,11:51.9,1838-01-01 00:00:00,1.58333,47.63333,"{""type"":""Point"",""coordinates"":[1.58333,47.63333]}"
Monze,L6,0,Fell,1950,http://www.lpi.usra.edu/meteor/metbull.php?code=16733,-15.96667,27.35,34369,56:02.8,11:51.9,1/1/1950 0:00,27.35,-15.96667,"{""type"":""Point"",""coordinates"":[27.35,-15.96667]}"
Moore County,Eucrite-cm,1880,Fell,1913,http://www.lpi.usra.edu/meteor/metbull.php?code=16736,35.41667,-79.38333,2816,56:02.8,11:51.9,1/1/1913 0:00,-79.38333,35.41667,"{""type"":""Point"",""coordinates"":[-79.38333,35.41667]}"
Mooresfort,H5,3520,Fell,1810,http://www.lpi.usra.edu/meteor/metbull.php?code=16737,52.45,-8.33333,2105,56:02.8,11:51.9,1810-01-01 00:00:00,-8.33333,52.45,"{""type"":""Point"",""coordinates"":[-8.33333,52.45]}"
Moorleah,L6,8888,Fell,1930,http://www.lpi.usra.edu/meteor/metbull.php?code=16738,-40.975,145.6,1297,56:02.8,11:51.9,1/1/1930 0:00,145.6,-40.975,"{""type"":""Point"",""coordinates"":[145.6,-40.975]}"
Moradabad,L6,70,Fell,1808,http://www.lpi.usra.edu/meteor/metbull.php?code=16740,28.78333,78.83333,12167,56:02.8,11:51.9,1808-01-01 00:00:00,78.83333,28.78333,"{""type"":""Point"",""coordinates"":[78.83333,28.78333]}"
Mor��vka,H5,633,Fell,2000,http://www.lpi.usra.edu/meteor/metbull.php?code=16742,49.6,18.53333,4693,56:02.8,11:51.9,1/1/2000 0:00,18.53333,49.6,"{""type"":""Point"",""coordinates"":[18.53333,49.6]}"
Mornans,H5,1300,Fell,1875,http://www.lpi.usra.edu/meteor/metbull.php?code=16747,44.6,5.13333,3346,56:02.8,11:51.9,1875-01-01 00:00:00,5.13333,44.6,"{""type"":""Point"",""coordinates"":[5.13333,44.6]}"
Moss,CO3.6,3763,Fell,2006,http://www.lpi.usra.edu/meteor/metbull.php?code=36592,59.43333,10.7,2019,56:02.8,11:51.9,1/1/2006 0:00,10.7,59.43333,"{""type"":""Point"",""coordinates"":[10.7,59.43333]}"
Moti-ka-nagla,H6,1500,Fell,1868,http://www.lpi.usra.edu/meteor/metbull.php?code=16759,26.83333,77.33333,3119,56:02.8,11:51.9,1868-01-01 00:00:00,77.33333,26.83333,"{""type"":""Point"",""coordinates"":[77.33333,26.83333]}"
Motta di Conti,H4,9150,Fell,1868,http://www.lpi.usra.edu/meteor/metbull.php?code=16762,45.2,8.5,1274,56:02.8,11:51.9,1868-01-01 00:00:00,8.5,45.2,"{""type"":""Point"",""coordinates"":[8.5,45.2]}"
Mount Browne,H6,11300,Fell,1902,http://www.lpi.usra.edu/meteor/metbull.php?code=16766,-29.8,141.7,1146,56:02.8,11:51.9,1/1/1902 0:00,141.7,-29.8,"{""type"":""Point"",""coordinates"":[141.7,-29.8]}"
Mount Tazerzait,L5,110000,Fell,1991,http://www.lpi.usra.edu/meteor/metbull.php?code=16804,18.7,4.8,243,56:02.8,11:51.9,1/1/1991 0:00,4.8,18.7,"{""type"":""Point"",""coordinates"":[4.8,18.7]}"
Mount Vaisi,Stone-uncl,17000,Fell,1637,http://www.lpi.usra.edu/meteor/metbull.php?code=16805,44.08333,6.86667,887,56:02.8,11:51.9,1637-01-01 00:00:00,6.86667,44.08333,"{""type"":""Point"",""coordinates"":[6.86667,44.08333]}"
Mtola,Stone-uncl,1100,Fell,1944,http://www.lpi.usra.edu/meteor/metbull.php?code=16820,-11.5,33.5,3614,56:02.8,11:51.9,1/1/1944 0:00,33.5,-11.5,"{""type"":""Point"",""coordinates"":[33.5,-11.5]}"
Muddoor,L5,4400,Fell,1865,http://www.lpi.usra.edu/meteor/metbull.php?code=16841,12.63333,77.01667,1853,56:02.8,11:51.9,1865-01-01 00:00:00,77.01667,12.63333,"{""type"":""Point"",""coordinates"":[77.01667,12.63333]}"
Mulino,Doubtful stone,0,Fell,1927,http://www.lpi.usra.edu/meteor/metbull.php?code=16850,45.21667,-122.56667,34348,56:02.8,11:51.9,1/1/1927 0:00,-122.56667,45.21667,"{""type"":""Point"",""coordinates"":[-122.56667,45.21667]}"
Mulletiwu,L,25.5,Fell,1795,http://www.lpi.usra.edu/meteor/metbull.php?code=16851,9.33333,80.83333,16977,56:02.8,11:51.9,1795-01-01 00:00:00,80.83333,9.33333,"{""type"":""Point"",""coordinates"":[80.83333,9.33333]}"
Muraid,L6,4703,Fell,1924,http://www.lpi.usra.edu/meteor/metbull.php?code=16874,24.5,90.21667,1793,56:02.8,11:51.9,1/1/1924 0:00,90.21667,24.5,"{""type"":""Point"",""coordinates"":[90.21667,24.5]}"
Murchison,CM2,100000,Fell,1969,http://www.lpi.usra.edu/meteor/metbull.php?code=16875,-36.61667,145.2,265,56:02.8,11:51.9,1/1/1969 0:00,145.2,-36.61667,"{""type"":""Point"",""coordinates"":[145.2,-36.61667]}"
Murray,CM2,12600,Fell,1950,http://www.lpi.usra.edu/meteor/metbull.php?code=16882,36.6,-88.1,1072,56:02.8,11:51.9,1/1/1950 0:00,-88.1,36.6,"{""type"":""Point"",""coordinates"":[-88.1,36.6]}"
Muzaffarpur,"Iron, IAB-sHL",1245,Fell,1964,http://www.lpi.usra.edu/meteor/metbull.php?code=16885,26.13333,85.53333,3418,56:02.8,11:51.9,1/1/1964 0:00,85.53333,26.13333,"{""type"":""Point"",""coordinates"":[85.53333,26.13333]}"
Myhee Caunta,OC,0,Fell,1842,http://www.lpi.usra.edu/meteor/metbull.php?code=16887,23.05,72.63333,34313,56:02.8,11:51.9,1842-01-01 00:00:00,72.63333,23.05,"{""type"":""Point"",""coordinates"":[72.63333,23.05]}"
Nadiabondi,H5,8165,Fell,1956,http://www.lpi.usra.edu/meteor/metbull.php?code=16889,12,1,1361,56:02.8,11:51.9,1/1/1956 0:00,1,12,"{""type"":""Point"",""coordinates"":[1,12]}"
Nagai,L6,1810,Fell,1922,http://www.lpi.usra.edu/meteor/metbull.php?code=16890,38.12167,140.06167,2859,56:02.8,11:51.9,1/1/1922 0:00,140.06167,38.12167,"{""type"":""Point"",""coordinates"":[140.06167,38.12167]}"
